rep,k,n_lambda,mu,sigma,min_size,filename,maxima
1,20,50,100,34,10,rep1_k20_lambda50_mu100,198.789346386562
1,20,50,100,34,10,rep1_k20_lambda50_mu100,147.245132762331
1,20,50,100,34,10,rep1_k20_lambda50_mu100,180.297548848439
1,20,50,100,34,10,rep1_k20_lambda50_mu100,167.76601703077
1,20,50,100,34,10,rep1_k20_lambda50_mu100,175.964379093653
1,20,50,100,34,10,rep1_k20_lambda50_mu100,187.710964463504
1,20,50,100,34,10,rep1_k20_lambda50_mu100,184.071383072814
1,20,50,100,34,10,rep1_k20_lambda50_mu100,182.443924656174
1,20,50,100,34,10,rep1_k20_lambda50_mu100,163.790663078064
1,20,50,100,34,10,rep1_k20_lambda50_mu100,185.797833740592
1,20,50,100,34,10,rep1_k20_lambda50_mu100,186.413904155564
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,42.4945956520129
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,37.722451438562
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,40.1427911037763
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,36.8457794762386
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,37.3403808057796
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,38.6406230357766
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,37.8815378808583
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,41.351486905845
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,36.3604718346704
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,47.8761216630464
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,37.1410584709582
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,32.7525393275454
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,39.2668315977604
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,45.202489979036
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,40.5750655622507
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,35.4895405603469
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,42.6720201579433
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,34.514360204063
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,43.8742890689093
1,20,200,20,6.8,10,rep1_k20_lambda200_mu20,38.8616231105924
1,20,200,50,17,10,rep1_k20_lambda200_mu50,90.692924057611
1,20,200,50,17,10,rep1_k20_lambda200_mu50,92.4341100162924
1,20,200,50,17,10,rep1_k20_lambda200_mu50,101.825814395013
1,20,200,50,17,10,rep1_k20_lambda200_mu50,105.631705535334
1,20,200,50,17,10,rep1_k20_lambda200_mu50,102.988276470232
1,20,200,50,17,10,rep1_k20_lambda200_mu50,94.3848723859411
1,20,200,50,17,10,rep1_k20_lambda200_mu50,83.3369585889975
1,20,200,50,17,10,rep1_k20_lambda200_mu50,90.5766380992772
1,20,200,50,17,10,rep1_k20_lambda200_mu50,94.8997426242798
1,20,200,50,17,10,rep1_k20_lambda200_mu50,100.279757707401
1,20,200,50,17,10,rep1_k20_lambda200_mu50,92.0930247342643
1,20,200,50,17,10,rep1_k20_lambda200_mu50,113.299067959059
1,20,200,50,17,10,rep1_k20_lambda200_mu50,89.2087470553745
1,20,200,50,17,10,rep1_k20_lambda200_mu50,92.4807911358998
1,20,200,50,17,10,rep1_k20_lambda200_mu50,90.2169482369757
1,20,200,50,17,10,rep1_k20_lambda200_mu50,100.589337025739
1,20,200,50,17,10,rep1_k20_lambda200_mu50,95.1333866863685
1,20,200,50,17,10,rep1_k20_lambda200_mu50,99.2174544896814
1,20,200,50,17,10,rep1_k20_lambda200_mu50,86.4096008125887
1,20,200,50,17,10,rep1_k20_lambda200_mu50,111.324101039194
1,20,200,100,34,10,rep1_k20_lambda200_mu100,217.521742941384
1,20,200,100,34,10,rep1_k20_lambda200_mu100,181.349367201882
1,20,200,100,34,10,rep1_k20_lambda200_mu100,190.36928845021
1,20,200,100,34,10,rep1_k20_lambda200_mu100,186.363448373077
1,20,200,100,34,10,rep1_k20_lambda200_mu100,195.051820335077
1,20,200,100,34,10,rep1_k20_lambda200_mu100,183.712721415681
1,20,200,100,34,10,rep1_k20_lambda200_mu100,205.861814164921
1,20,200,100,34,10,rep1_k20_lambda200_mu100,213.270518652447
1,20,200,100,34,10,rep1_k20_lambda200_mu100,189.893513017696
1,20,200,100,34,10,rep1_k20_lambda200_mu100,211.532161033579
1,20,200,100,34,10,rep1_k20_lambda200_mu100,195.6960255948
1,20,200,100,34,10,rep1_k20_lambda200_mu100,190.742041211033
1,20,200,100,34,10,rep1_k20_lambda200_mu100,249.343297936653
1,20,200,100,34,10,rep1_k20_lambda200_mu100,186.960614347231
1,20,200,100,34,10,rep1_k20_lambda200_mu100,172.075325565252
1,20,200,100,34,10,rep1_k20_lambda200_mu100,194.274463084915
1,20,200,100,34,10,rep1_k20_lambda200_mu100,190.797827389133
1,20,200,100,34,10,rep1_k20_lambda200_mu100,185.756823027717
1,20,200,100,34,10,rep1_k20_lambda200_mu100,190.732703851024
1,20,200,100,34,10,rep1_k20_lambda200_mu100,175.216949178476
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,48.1124643417915
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,45.8467703677622
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,44.6184237484844
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,41.4370796721921
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,42.2181475152312
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,45.8029047568988
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,43.5839207700245
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,42.6561737953091
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,44.1908582020351
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,48.5068746293119
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,46.3973609329274
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,44.5359169318864
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,43.5658820923449
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,46.2251585677726
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,41.1078686589084
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,40.7081415042028
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,46.6603583197931
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,41.8600831616223
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,45.3368512117248
1,20,2000,20,6.8,10,rep1_k20_lambda2000_mu20,47.2469869464748
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,104.345059476375
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,104.284535498782
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,104.031046037473
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,104.470694223396
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,118.019303169231
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,121.36447760406
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,107.987531825875
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,108.136838044943
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,103.286480457103
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,98.1499130191124
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,103.021959003434
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,113.938572076015
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,109.305078158737
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,123.932877987045
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,107.336118545433
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,107.211103219397
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,110.647486071231
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,111.734903943293
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,111.287206169192
1,20,2000,50,17,10,rep1_k20_lambda2000_mu50,103.979945210878
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,227.879443408682
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,199.386331887101
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,222.963681401316
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,217.843934053383
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,229.160607664619
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,224.077540231942
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,200.878930756046
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,227.120859827693
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,207.784969167912
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,213.008994252629
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,250.855572560649
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,230.586176038386
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,219.125654724445
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,210.165339208028
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,194.804516816378
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,206.519584653942
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,212.583824373173
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,200.367970681504
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,231.029401132172
1,20,2000,100,34,10,rep1_k20_lambda2000_mu100,219.237610410478
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,44.4621973263259
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,48.694121667464
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,46.1579865368232
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,44.3644915321067
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,46.4951790320618
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,42.6776263315195
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,48.8480070661598
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,47.6283764199388
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,49.364974659355
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,43.9539768492879
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,49.7750901586669
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,45.5290812250621
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,48.1681629635152
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,44.8522463484403
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,45.8591353638695
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,43.6856793175334
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,46.7721424817648
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,48.0634929257319
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,46.8858566037865
1,20,10000,20,6.8,10,rep1_k20_lambda10000_mu20,47.4630971994505
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,120.939279503828
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,110.190555469672
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,110.974512513844
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,119.198793179064
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,118.252232602371
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,112.407627343202
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,109.167514129147
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,119.872016270641
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,110.753541259332
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,108.587084214576
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,125.537298919708
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,114.789251902361
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,109.971179683148
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,118.853667833541
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,117.338867393083
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,120.664296847013
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,114.263177925491
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,116.036566261055
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,120.647426771046
1,20,10000,50,17,10,rep1_k20_lambda10000_mu50,108.302627889184
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,215.714186974645
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,231.444436510985
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,242.9283777289
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,236.128095445969
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,215.370349591145
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,226.388907312635
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,231.443619557257
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,229.259152976595
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,230.161348726174
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,247.315508715775
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,225.74130574024
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,218.514006287874
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,233.382397018592
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,237.757836601962
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,227.937822352688
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,226.951159755449
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,216.585920390291
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,226.219884574518
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,251.074165192454
1,20,10000,100,34,10,rep1_k20_lambda10000_mu100,250.183626146894
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,33.9151992230979
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,34.3209024833227
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,30.7307417904956
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.1824738503167
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.2064066761971
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,35.6362222161528
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,29.3369424188235
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,38.4705396929213
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,36.0613441930695
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.0837281283304
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.9285427550073
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,34.4275325322791
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.8800909741822
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,40.7063803825024
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,35.1555834713097
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,28.210467557119
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,35.9274617024184
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,33.3099021764001
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.7364725176222
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,29.3404407832774
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,36.0934145788678
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,34.2046921936794
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,30.5825682951847
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,32.8873255398233
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,34.2814287689689
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,39.3262023182488
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,34.8682481155377
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,33.6780971789892
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,30.7386255070113
1,30,30,20,6.8,10,rep1_k30_lambda30_mu20,31.0796108830499
1,30,30,50,17,10,rep1_k30_lambda30_mu50,87.2295294809129
1,30,30,50,17,10,rep1_k30_lambda30_mu50,67.7971672155318
1,30,30,50,17,10,rep1_k30_lambda30_mu50,73.3203745167871
1,30,30,50,17,10,rep1_k30_lambda30_mu50,73.7947030090509
1,30,30,50,17,10,rep1_k30_lambda30_mu50,87.6082059543175
1,30,30,50,17,10,rep1_k30_lambda30_mu50,79.6673698595761
1,30,30,50,17,10,rep1_k30_lambda30_mu50,72.6413082723624
1,30,30,50,17,10,rep1_k30_lambda30_mu50,86.4345352686796
1,30,30,50,17,10,rep1_k30_lambda30_mu50,78.9065406466932
1,30,30,50,17,10,rep1_k30_lambda30_mu50,84.9963067128978
1,30,30,50,17,10,rep1_k30_lambda30_mu50,72.1467121718994
1,30,30,50,17,10,rep1_k30_lambda30_mu50,85.5969993766273
1,30,30,50,17,10,rep1_k30_lambda30_mu50,86.5675872675929
1,30,30,50,17,10,rep1_k30_lambda30_mu50,91.3326978833835
1,30,30,50,17,10,rep1_k30_lambda30_mu50,70.2886530313928
1,30,30,50,17,10,rep1_k30_lambda30_mu50,78.7988539815796
1,30,30,50,17,10,rep1_k30_lambda30_mu50,83.8273807100706
1,30,30,50,17,10,rep1_k30_lambda30_mu50,87.1476801945929
1,30,30,50,17,10,rep1_k30_lambda30_mu50,87.7456411865765
1,30,30,50,17,10,rep1_k30_lambda30_mu50,70.8232786506279
1,30,30,50,17,10,rep1_k30_lambda30_mu50,85.8076132897502
1,30,30,50,17,10,rep1_k30_lambda30_mu50,95.0949245804371
1,30,30,50,17,10,rep1_k30_lambda30_mu50,86.0839682595055
1,30,30,50,17,10,rep1_k30_lambda30_mu50,83.3224628943269
1,30,30,50,17,10,rep1_k30_lambda30_mu50,87.266145971047
1,30,30,50,17,10,rep1_k30_lambda30_mu50,89.2756083155036
1,30,30,50,17,10,rep1_k30_lambda30_mu50,73.5611473951632
1,30,30,50,17,10,rep1_k30_lambda30_mu50,77.5478995690811
1,30,30,50,17,10,rep1_k30_lambda30_mu50,90.7093849848348
1,30,30,50,17,10,rep1_k30_lambda30_mu50,84.4772142047872
1,30,30,100,34,10,rep1_k30_lambda30_mu100,204.008638575451
1,30,30,100,34,10,rep1_k30_lambda30_mu100,167.163114860149
1,30,30,100,34,10,rep1_k30_lambda30_mu100,180.810340635189
1,30,30,100,34,10,rep1_k30_lambda30_mu100,171.674482337308
1,30,30,100,34,10,rep1_k30_lambda30_mu100,160.001801942587
1,30,30,100,34,10,rep1_k30_lambda30_mu100,154.985595105269
1,30,30,100,34,10,rep1_k30_lambda30_mu100,164.576217944727
1,30,30,100,34,10,rep1_k30_lambda30_mu100,185.765366987723
1,30,30,100,34,10,rep1_k30_lambda30_mu100,178.168903575655
1,30,30,100,34,10,rep1_k30_lambda30_mu100,154.598358358928
1,30,30,100,34,10,rep1_k30_lambda30_mu100,168.064735338302
1,30,30,100,34,10,rep1_k30_lambda30_mu100,148.036755314062
1,30,30,100,34,10,rep1_k30_lambda30_mu100,171.615434634254
1,30,30,100,34,10,rep1_k30_lambda30_mu100,180.811396544256
1,30,30,100,34,10,rep1_k30_lambda30_mu100,166.432178930434
1,30,30,100,34,10,rep1_k30_lambda30_mu100,181.758402584353
1,30,30,100,34,10,rep1_k30_lambda30_mu100,160.861747216952
1,30,30,100,34,10,rep1_k30_lambda30_mu100,179.185737814169
1,30,30,100,34,10,rep1_k30_lambda30_mu100,180.582988309712
1,30,30,100,34,10,rep1_k30_lambda30_mu100,170.821947132763
1,30,30,100,34,10,rep1_k30_lambda30_mu100,163.111568088352
1,30,30,100,34,10,rep1_k30_lambda30_mu100,193.75071868001
1,30,30,100,34,10,rep1_k30_lambda30_mu100,186.520116729022
1,30,30,100,34,10,rep1_k30_lambda30_mu100,178.552702784192
1,30,30,100,34,10,rep1_k30_lambda30_mu100,200.682160536548
1,30,30,100,34,10,rep1_k30_lambda30_mu100,171.080042457755
1,30,30,100,34,10,rep1_k30_lambda30_mu100,154.9516899752
1,30,30,100,34,10,rep1_k30_lambda30_mu100,160.206369694238
1,30,30,100,34,10,rep1_k30_lambda30_mu100,164.651609775767
1,30,30,100,34,10,rep1_k30_lambda30_mu100,163.928196222988
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.059616695239
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,39.0910770268901
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,30.4333313333151
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,39.8534809432346
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.8403397005755
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,34.0498174102242
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,30.7692773619026
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.3364729144453
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,33.7284170463417
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,38.2883526607689
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,36.8014848502981
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,34.7354959372811
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.1264374751141
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,42.0487960548648
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,34.7774234185231
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,35.1795199568555
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,32.9785015410916
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,36.5537748325091
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.4484990677777
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,35.0787210466071
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,37.2302220151889
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,33.3596511105121
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,33.4664779421421
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,35.032670504417
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,41.2586116741615
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,34.3635897225785
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,33.9736951298134
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,32.0089314246771
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,36.4347869817174
1,30,50,20,6.8,10,rep1_k30_lambda50_mu20,32.4154384017789
1,30,50,50,17,10,rep1_k30_lambda50_mu50,87.7561404683214
1,30,50,50,17,10,rep1_k30_lambda50_mu50,110.924098038415
1,30,50,50,17,10,rep1_k30_lambda50_mu50,86.0218894850906
1,30,50,50,17,10,rep1_k30_lambda50_mu50,84.5076009619472
1,30,50,50,17,10,rep1_k30_lambda50_mu50,85.3620371928121
1,30,50,50,17,10,rep1_k30_lambda50_mu50,93.2476463337709
1,30,50,50,17,10,rep1_k30_lambda50_mu50,88.8508639472221
1,30,50,50,17,10,rep1_k30_lambda50_mu50,82.6158847623824
1,30,50,50,17,10,rep1_k30_lambda50_mu50,86.6620501859653
1,30,50,50,17,10,rep1_k30_lambda50_mu50,81.3069952896164
1,30,50,50,17,10,rep1_k30_lambda50_mu50,96.3213638539315
1,30,50,50,17,10,rep1_k30_lambda50_mu50,73.8545761592755
1,30,50,50,17,10,rep1_k30_lambda50_mu50,106.128809097442
1,30,50,50,17,10,rep1_k30_lambda50_mu50,89.2145345149939
1,30,50,50,17,10,rep1_k30_lambda50_mu50,88.1003885298135
1,30,50,50,17,10,rep1_k30_lambda50_mu50,93.531045000848
1,30,50,50,17,10,rep1_k30_lambda50_mu50,85.4352404204647
1,30,50,50,17,10,rep1_k30_lambda50_mu50,90.462128727095
1,30,50,50,17,10,rep1_k30_lambda50_mu50,88.5031733060753
1,30,50,50,17,10,rep1_k30_lambda50_mu50,88.4391735744427
1,30,50,50,17,10,rep1_k30_lambda50_mu50,75.1857844130227
1,30,50,50,17,10,rep1_k30_lambda50_mu50,80.2529253827431
1,30,50,50,17,10,rep1_k30_lambda50_mu50,82.5953489897672
1,30,50,50,17,10,rep1_k30_lambda50_mu50,81.8522576799423
1,30,50,50,17,10,rep1_k30_lambda50_mu50,87.4945669686218
1,30,50,50,17,10,rep1_k30_lambda50_mu50,85.1937109604072
1,30,50,50,17,10,rep1_k30_lambda50_mu50,89.7393243203247
1,30,50,50,17,10,rep1_k30_lambda50_mu50,94.9043248799216
1,30,50,50,17,10,rep1_k30_lambda50_mu50,91.4091425869945
1,30,50,50,17,10,rep1_k30_lambda50_mu50,85.7900740933194
1,30,50,100,34,10,rep1_k30_lambda50_mu100,174.987579208796
1,30,50,100,34,10,rep1_k30_lambda50_mu100,165.072503946441
1,30,50,100,34,10,rep1_k30_lambda50_mu100,163.273717621411
1,30,50,100,34,10,rep1_k30_lambda50_mu100,169.895226008992
1,30,50,100,34,10,rep1_k30_lambda50_mu100,167.508818553603
1,30,50,100,34,10,rep1_k30_lambda50_mu100,156.995549564196
1,30,50,100,34,10,rep1_k30_lambda50_mu100,192.137930891208
1,30,50,100,34,10,rep1_k30_lambda50_mu100,179.158912016186
1,30,50,100,34,10,rep1_k30_lambda50_mu100,189.330701924362
1,30,50,100,34,10,rep1_k30_lambda50_mu100,161.654867350545
1,30,50,100,34,10,rep1_k30_lambda50_mu100,202.98470357452
1,30,50,100,34,10,rep1_k30_lambda50_mu100,210.333845848175
1,30,50,100,34,10,rep1_k30_lambda50_mu100,178.175034370125
1,30,50,100,34,10,rep1_k30_lambda50_mu100,160.147579255539
1,30,50,100,34,10,rep1_k30_lambda50_mu100,163.127575412489
1,30,50,100,34,10,rep1_k30_lambda50_mu100,157.249282771743
1,30,50,100,34,10,rep1_k30_lambda50_mu100,152.675884456897
1,30,50,100,34,10,rep1_k30_lambda50_mu100,177.544152559104
1,30,50,100,34,10,rep1_k30_lambda50_mu100,165.216814205499
1,30,50,100,34,10,rep1_k30_lambda50_mu100,157.047889614758
1,30,50,100,34,10,rep1_k30_lambda50_mu100,189.250095876353
1,30,50,100,34,10,rep1_k30_lambda50_mu100,177.882740162803
1,30,50,100,34,10,rep1_k30_lambda50_mu100,175.292977039147
1,30,50,100,34,10,rep1_k30_lambda50_mu100,172.24266071017
1,30,50,100,34,10,rep1_k30_lambda50_mu100,157.826775713355
1,30,50,100,34,10,rep1_k30_lambda50_mu100,142.705014137017
1,30,50,100,34,10,rep1_k30_lambda50_mu100,200.604455291891
1,30,50,100,34,10,rep1_k30_lambda50_mu100,218.712512659136
1,30,50,100,34,10,rep1_k30_lambda50_mu100,185.354267064354
1,30,50,100,34,10,rep1_k30_lambda50_mu100,172.494682549904
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,37.8237975239808
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,35.0141788145548
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,43.8530297274664
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,39.0908664815546
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,37.9888845309025
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,38.013301319753
1,30,200,20,6.8,10,rep1_k30_lambda200_mu20,43.526157651588
